23160	6539	5
14	4589	7
7390	8495	4
107	8208	9
102	743	6
238	3766	11
177	1579	8
159	7897	18
17369	5410	0
221	2726	4
133	799	3
85	5890	30
102	323	12
13627	432	15
10480	3413	25
477	8044	11
406	5843	11
25174	3104	10
8	9100	21
874	9152	2
13	7220	14
104	6950	13
1344	6067	3
166	6703	25
1473	4662	5
32685	6826	5
813	9738	21
24895	6076	5
85	4170	10
102	4524	14
102	32	6
5295	4424	6
118	2509	4
110	4367	32
265	395	10
6	3713	4
103	7811	5
3029	2355	39
5963	3283	12
31161	9004	8
129	2532	0
101	7626	12
195	2024	3
1678	8116	17
176	4741	10
353	409	1
5651	3660	9
149	9599	1
27311	8640	5
217	9634	1
124	6641	11
167	8487	19
11957	3713	3
13408	1267	22
218	2215	15
1348	1244	16
57	6005	6
2685	3095	3
31385	9962	11
128	225	1
157	6099	0
16413	6764	1
145	4193	2
427	9756	0
134	5842	11
694	2772	3
122	8951	6
23801	2156	3
14	1966	25
5859	9074	23
30086	252	2
12	6887	10
2100	6999	2
2682	1966	17
12	9738	10
30405	2568	12
9	4211	8
12801	3282	22
85	6216	7
106	6998	25
14	964	17
209	7049	0
101	4514	9
59	1334	17
116	4270	2
5793	8641	1
806	7482	10
2180	5593	18
678	7167	5
1150	3216	17
1371	377	5
26486	1455	5
125	1477	16
1627	4944	18
21380	9711	10
27836	4083	23
131	7776	2
138	7057	5
547	7139	3
3572	6724	8
141	9507	18
2	6961	4
783	1212	15
8908	2645	4
701	2898	33
118	7048	8
107	7667	13
12	9989	26
16767	3453	7
168	3272	17
996	2669	18
435	910	8
3351	8444	17
2048	5827	10
133	5424	7
107	2422	7
104	708	18
723	6336	0
4334	720	14
112	5497	17
11246	7143	11
107	1597	10
25990	8015	0
798	6912	6
12	6795	16
104	6696	9
1434	7681	11
5919	9967	21
104	8878	21
24301	7723	0
159	982	7
14	2413	6
18025	1095	6
14	4645	23
101	3401	20
14	5611	21
5531	5503	2
2344	370	5
113	1168	11
2544	1373	4
12	2787	16
2612	9279	3
104	353	12
24644	1933	1
12	8617	6
102	3969	7
610	2550	3
714	5388	39
5582	8313	13
105	3662	7
261	176	7
20836	6061	5
115	5478	4
23662	1647	5
14	1574	11
110	2935	12
108	8849	15
106	5815	26
349	5291	3
166	4899	16
235	5090	2
142	1735	3
1374	6326	9
105	551	22
14	2986	6
1159	4431	18
110	3869	4
2534	9292	16
413	9780	19
104	6053	16
23990	1094	3
4593	6590	10
107	6096	13
104	3013	14
20677	1309	13
29003	5698	8
14	109	14
14	392	18
1485	9837	17
227	5111	13
121	3568	17
33229	6795	18
232	1024	0
137	9237	10
14	9609	9
143	1505	2
2160	1848	1
14	8320	11
167	5862	3
731	5768	9
448	6373	7
25249	1947	1
460	2035	3
26370	7945	7
1801	5424	21
6526	418	3
408	5328	6
12	3118	3
116	525	3
6298	4544	4
14103	3568	26
14	682	14
101	4393	10
801	4097	5
14	847	18
6654	7790	11
189	6519	8
5876	2157	16
1472	3378	1
35230	8736	9
9	4793	29
104	9133	4
57	7612	10
14669	2136	0
14995	4853	19
113	5726	4
34620	1589	18
18772	4321	10
217	9646	0
146	2923	8
165	8897	2
223	4498	0
24642	3815	8
30781	509	3
755	5824	11
14191	4636	9
103	3815	4
14	5353	16
106	3486	4
26668	5007	13
332	5045	3
12	9409	11
102	4164	7
3959	3429	1
13	2106	7
9	3356	6
15491	9793	12
744	9486	11
34974	9282	10
113	2078	3
12	6891	11
118	8269	7
1840	4540	6
700	6308	15
1072	9389	6
16	5710	2
101	8712	5
13256	587	2
145	8872	4
577	5510	15
101	902	10
57	3410	28
35258	1156	12
116	4258	3
33030	3985	8
33052	375	4
108	9656	20
16818	7074	12
14	4676	24
103	875	9
1582	3079	1
148	8543	14
176	7045	2
12	2089	5
158	3004	13
101	5999	26
24367	2696	8
1629	6008	1
141	3521	15
101	3111	11
14	4939	8
115	3300	0
21148	1764	10
1198	675	2
7931	9645	12
12	6657	7
19914	5142	7
196	4527	0
6668	184	0
1099	6406	0
12	7210	25
543	3307	13
105	3781	4
420	7973	1
22960	1228	6
28811	6967	3
101	427	6
14	6409	7
961	1516	0
117	7684	14
155	3991	12
9755	2698	13
2099	6076	24
4331	7983	8
150	5631	13
157	6270	0
110	5435	10
112	8440	3
1265	3532	1
25729	5227	4
2	1853	0
33679	9059	7
115	3619	0
943	96	12
1393	359	14
222	4110	0
11277	6774	2
104	9929	8
679	4565	13
454	7961	3
12	7010	13
110	313	2
291	9902	3
115	2989	0
109	6904	22
148	7376	16
7264	5126	1
2204	8625	8
20350	7222	9
13898	5346	10
15227	6101	2
101	6470	9
134	9905	3
511	2651	3
103	7617	2
2061	2041	8
114	232	3
139	914	27
120	8751	5
2989	5478	18
2392	2991	5
12	8613	7
2309	5737	10
34931	7886	6
137	6162	6
32070	3640	7
11174	7494	23
119	8487	5
14	2535	17
8986	807	8
1463	2778	32
184	8121	9
359	7683	9
107	8438	4
26090	3830	1
113	9151	13
36142	3084	5
26945	3726	7
132	6448	5
117	1930	11
20676	6334	18
215	634	9
3006	690	19
701	5491	6
293	1054	6
3599	7773	2
123	2533	6
21140	7884	13
2053	104	6
104	7835	14
25252	3660	1
103	3452	12
101	4787	22
112	419	2
119	9503	1
12	1841	16
102	8760	20
3181	6533	0
107	8043	20
364	8883	22
12	6512	3
2575	6717	2
18329	9261	4
9292	9573	22
112	9508	15
115	7613	6
102	8894	2
33034	873	2
470	5232	10
232	1009	0
156	5442	17
281	4706	2
101	2776	15
125	9590	24
124	2925	8
123	579	1
200	5761	5
22422	7112	0
119	124	4
116	9489	6
12	1974	18
34332	7721	10
121	8167	17
8151	6666	13
151	743	20
1621	5084	6
223	4394	0
109	930	9
14	6938	29
1770	4258	0
103	5974	3
103	7097	4
1095	547	7
287	3760	30
413	7916	2
143	8957	7
676	9539	4
101	1876	2
8801	9465	4
214	4089	2
523	4594	1
10144	3436	4
103	8697	12
6260	7114	14
165	2485	2
2765	5056	24
14	4285	14
2	9831	21
149	8075	8
1686	3264	14
1519	7643	22
302	5527	14
4411	3596	21
1807	6607	16
10760	1537	13
114	9879	12
2143	2057	16
107	2026	1
406	72	14
12	3323	13
29388	7959	2
115	3164	0
2569	7197	7
132	3466	13
146	9375	12
19059	1535	21
12	2193	5
36231	2258	7
59	4815	10
16380	7337	10
33405	6451	5
371	1355	0
4	3633	17
118	1054	16
21246	7628	4
4256	4859	12
116	5625	13
265	4633	13
3882	7912	7
151	1062	6
7229	9221	5
132	1132	8
101	6170	1
103	1584	7
386	9771	11
9	1192	15
201	486	3
23621	9744	25
102	8689	16
118	4826	12
29545	6675	30
12	723	10
737	7045	5
433	4607	8
145	2706	2
131	9941	29
108	8866	12
10483	8704	2
975	5147	3
8963	5267	7
602	6046	6
4260	6093	20
15195	5062	13
114	80	3
124	7897	43
9654	264	3
31145	8730	8
110	6280	5
268	3030	1
108	9929	16
21	8258	15
2210	6322	2
14	348	8
165	5307	3
304	3865	23
12	4056	5
5584	4130	8
2687	6624	0
138	5388	23
14	8091	13
1340	2911	0
14	8851	17
474	7513	12
103	5145	17
108	5258	1
459	3819	0
31481	2307	9
14	5471	20
234	9470	0
233	5712	18
2512	9199	13
111	7118	31
59	7086	13
30470	4296	8
189	4291	1
1514	4614	8
840	8974	25
19673	6530	0
122	1705	4
420	1685	18
1852	2143	21
1864	7100	3
1461	5390	20
15987	8471	8
19614	5145	18
14586	6606	7
199	7693	2
1105	9306	11
130	5051	10
27889	1646	6
135	1664	0
237	5745	0
1089	6813	1
823	2123	21
12	6175	8
122	100	23
2362	9891	15
103	6294	13
101	151	21
112	4999	1
143	8184	14
120	5435	27
3116	1337	12
27244	980	9
103	3221	17
14	3064	10
1777	3228	1
20818	5884	17
397	4541	15
753	5483	0
26392	7696	7
129	2396	0
10613	1920	11
14	1019	19
9241	2641	31
126	1338	2
34392	7126	20
5352	7371	34
1787	1996	4
5401	7239	15
111	9474	18
150	7809	17
311	300	0
367	9223	25
106	6349	17
103	3037	5
3627	732	32
571	3502	1
85	8121	7
114	7166	31
57	1508	16
109	5128	10
3142	1830	6
14	9658	10
101	4217	3
197	1211	7
4516	8032	9
113	7215	8
2080	8356	13
27152	4153	12
12	5049	15
214	7962	1
35433	892	36
186	8742	0
119	3806	20
134	4386	31
3420	7080	14
491	2225	2
12	6099	7
2998	9483	5
102	829	24
114	8412	9
32822	8225	11
528	6732	21
102	8593	11
1458	7246	1
151	7012	4
9344	3572	7
102	4499	12
762	5108	13
110	3306	22
370	2690	6
12265	2046	3
209	6961	0
28716	2309	19
9	4299	8
104	8250	13
1814	9062	6
5330	9103	3
12	6837	6
1019	3552	13
295	7279	3
122	4036	2
14	3384	12
2	7049	4
112	2944	2
12997	8760	7
12	7903	14
624	8519	15
144	1335	30
121	7149	2
102	3583	19
5221	8538	3
2658	2721	17
905	6519	7
15458	2422	9
101	2909	8
16225	9502	11
122	1857	13
14	5119	9
3343	5174	11
12106	3804	8
4702	5866	8
136	1219	16
141	5407	3
126	1653	16
12	3185	26
113	9282	12
126	7485	1
7751	9942	12
14	784	11
14	1339	21
12	4947	3
12	9375	6
14	1694	11
103	8600	3
1304	2196	1
14	3162	18
7433	6734	19
535	456	0
220	8126	2
228	2983	11
2158	1519	22
138	1385	2
13447	3082	2
15477	1428	17
130	6645	4
6622	5114	14
120	8511	14
29914	9938	0
5302	7437	8
949	4224	15
12	2781	6
13274	818	12
1522	6973	13
14	8637	12
12089	517	0
109	103	12
7009	1327	0
116	9940	3
351	7556	6
102	2608	5
32045	5330	9
745	8179	10
14	2230	12
14	3960	14
202	8995	3
15497	1106	5
117	2448	27
208	7191	0
4323	3910	12
26063	4537	5
14	4974	32
1120	3306	12
111	6570	14
104	9591	7
126	1178	2
12	5171	5
2747	6671	7
32953	1101	14
8595	5859	16
14	2207	10
30723	8203	11
10291	4717	11
201	9376	1
102	6193	1
1912	8522	2
14	1672	32
205	9702	4
816	7517	14
132	768	15
221	5631	23
14	3344	30
5748	7005	18
23780	6891	10
14	4945	13
127	2774	3
105	1983	18
12763	2610	5
1382	6013	16
120	3474	28
59	993	7
113	3425	30
1334	7880	8
2383	7403	7
104	5080	8
192	9598	19
808	6671	15
21289	9044	24
14	3005	22
129	2619	0
1287	7513	20
248	5402	11
25257	3902	18
3033	471	0
9288	2704	33
21729	9534	1
149	1739	18
123	6177	7
108	9545	9
14	5499	7
123	8962	5
19294	4680	6
141	8379	22
340	4669	1
181	2266	8
108	2956	11
112	6982	6
174	1482	6
390	2303	19
387	1088	15
102	5209	4
139	4065	15
109	2699	7
13634	4309	9
667	3430	7
113	3021	2
1624	7043	4
142	2744	22
4547	9648	8
103	761	30
1356	1502	5
124	8302	3
774	7250	2
17968	6620	2
16372	1271	18
101	9749	6
104	375	8
126	6748	19
25880	6776	8
108	1884	33
133	193	23
830	378	8
9452	2531	15
406	1955	11
127	9364	3
1182	3676	19
101	1009	1
147	2022	2
12	1813	3
12	3124	6
12	7608	14
59	3271	4
456	4333	9
139	9415	3
104	3442	3
2911	750	20
1787	2508	17
147	1804	14
2550	122	23
23422	1115	4
25251	7781	0
16	3198	8
112	7425	2
328	7238	6
2569	237	36
18049	7360	17
111	8042	8
102	4538	10
24401	9673	29
1521	3058	1
3294	9733	16
121	9766	20
14	9456	6
6058	5420	18
547	6204	3
483	9155	0
4436	2680	9
103	5556	4
1466	4242	21
14	7734	24
15359	2960	3
101	4403	15
21255	1749	14
14	3453	16
122	8965	10
860	676	24
122	2127	28
1196	4021	7
6411	5294	2
14	2902	14
152	9384	2
274	5024	10
104	1840	12
225	1346	1
12	7387	4
10759	2755	17
101	6046	7
127	249	2
996	3425	33
23792	4715	6
103	8182	11
611	3622	25
12	8823	18
27418	7946	9
118	1458	17
500	2019	0
9509	5698	28
103	6002	16
108	1645	8
381	368	12
14	6097	9
117	7219	7
303	4411	5
160	9096	4
27471	9155	12
145	7775	1
14	9871	41
1521	1499	18
29733	659	2
137	3296	7
297	7716	7
31530	9945	10
27286	5845	4
22730	3828	3
103	1215	14
2	9034	4
21	5349	11
1233	561	0
17179	904	7
3164	7296	1
122	6758	10
874	9950	16
1	7516	12
28789	3850	29
11098	9969	5
121	1738	5
4192	5537	6
8835	8824	0
9647	1365	5
17031	9806	9
417	339	4
111	7375	22
146	1950	10
1292	8680	7
104	1526	24
111	9645	2
104	7870	9
107	7725	25
178	692	0
35251	2728	15
122	1638	15
1022	4230	3
103	5022	14
143	9020	8
147	9410	3
520	6034	4
111	8077	17
358	4541	4
111	6566	15
104	7768	4
156	8130	0
12900	2756	6
175	8385	4
35656	4196	24
14	9814	9
101	2269	17
147	6018	3
2436	556	8
213	1435	3
104	3006	4
2931	6667	13
1932	3656	21
1250	5457	0
12	8848	11
3183	9571	6
102	7476	2
1170	6765	0
1032	1661	12
12	798	4
16262	6898	8
101	8528	7
161	7505	15
103	1113	3
17756	9496	25
17311	7920	1
114	121	5
104	3347	12
103	9843	6
101	890	2
26119	1043	6
105	1522	5
2691	4682	14
140	7807	7
233	6224	7
1414	7540	15
1464	5427	0
14	5495	6
165	8478	2
14	720	16
130	4273	4
102	6330	2
8	3966	30
23373	4688	17
104	5722	9
674	7675	23
240	7621	6
2379	12	6
102	9303	2
2623	1588	13
108	9953	2
1445	6375	9
1859	4334	8
1795	9755	16
5725	8705	2
291	8566	5
162	9321	36
271	9419	11
14531	7010	5
14	1432	4
101	89	10
145	8567	4
14	9715	23
113	6733	11
104	8884	16
12	1458	24
212	6802	18
85	2583	14
114	703	17
107	4645	7
668	5809	7
114	4021	10
7121	3180	6
323	7962	0
184	8581	13
747	3939	7
103	7639	6
119	6357	3
112	2981	5
27702	5680	16
187	5327	1
111	7142	13
1846	9383	28
162	1823	6
164	4946	0
342	4401	1
171	5957	0
326	1256	6
1336	8123	13
20379	6294	7
2861	1106	26
1310	7218	23
17202	9142	5
5124	3962	6
19164	7885	8
33800	9537	1
187	5099	15
12450	824	0
133	8617	21
10282	3542	24
191	2651	4
138	6210	4
25918	6998	9
1280	6206	10
7176	328	22
107	6638	14
139	3520	2
104	565	15
27122	1227	9
229	1743	5
922	6203	5
489	5241	3
1390	7904	15
111	3528	29
118	8639	11
17201	8469	3
144	8346	4
276	47	15
14	123	10
103	1814	17
1461	6657	17
14	7448	5
108	8645	12
680	7624	5
12	8051	15
35911	6829	7
235	5433	21
134	9354	11
14	6295	17
21	6626	5
14	7868	15
2	2061	7
115	3580	0
101	6034	6
21159	5471	1
154	2466	10
109	8708	20
6868	9710	11
105	5268	1
975	9882	12
145	5490	5
234	9566	0
182	3698	9
5573	9016	42
135	1824	0
102	7157	16
12	8826	7
121	237	26
28256	7213	17
14	1525	10
1187	2056	3
19322	2436	4
14	990	20
14333	3422	18
22953	7433	0
105	9943	16
103	4849	5
377	926	2
29440	708	11
119	2482	19
4729	1457	13
520	670	8
171	227	2
1399	2547	10
12	307	8
102	9204	14
102	634	1
23709	2913	6
9	3177	8
471	1910	2
25013	7330	11
492	3155	19
1454	2205	0
3304	6227	5
138	4743	9
146	2265	6
16461	2737	17
8452	4474	18
101	4315	6
17963	4230	2
2146	5984	18
3185	6990	9
114	5142	3
14	7160	37
144	3465	9
2768	3357	23
20763	681	5
10097	1920	13
102	5416	16
542	686	3
116	4069	15
59	7254	2
7723	8593	29
647	617	8
1008	945	3
409	7478	4
147	2814	7
106	566	10
687	6125	9
14414	4377	9
2740	2038	7
24834	5070	6
742	6286	1
702	9314	0
201	3512	11
503	8111	13
1832	7521	3
1823	2332	12
765	7510	2
35310	3455	2
152	3839	26
745	109	9
549	9476	1
17006	8554	12
7	9855	6
45	3498	1
22902	158	3
24933	6607	13
214	5803	6
116	3718	5
8	5581	12
34282	1061	18
102	7823	3
227	4436	12
194	6606	3
13	6775	16
30507	561	8
129	2444	0
193	4747	0
16	2154	4
103	6437	7
1854	2784	2
588	6004	1
14	2058	22
556	8605	11
2	5247	7
4075	3428	24
218	8801	17
249	2062	8
4048	7601	0
1336	2159	10
217	9674	1
341	2279	0
1166	8349	14
5905	525	4
14	7039	39
1170	6194	9
12146	9590	20
102	520	4
20364	9007	3
35626	5477	5
26963	7987	8
472	9441	2
11214	4228	17
105	99	14
157	6075	0
1945	962	1
245	1621	3
102	1927	16
859	2301	1
20294	5914	9
12	34	7
12	8620	8
281	7318	4
7966	6938	0
134	6741	12
1836	737	23
18735	849	6
101	4718	3
14	6976	10
14	2857	30
931	4892	5
111	9086	14
107	950	4
12	1096	15
3633	7433	13
105	7085	9
122	6680	14
416	2827	9
1	4391	3
12	2125	4
128	8334	8
168	7247	19
585	9629	1
103	9637	9
377	1224	9
123	4089	1
13386	8038	3
5837	6323	11
102	7906	13
349	8527	4
105	8741	17
160	9426	14
103	5635	4
224	3804	4
985	9154	10
255	4762	4
12634	4359	2
101	2020	25
250	9448	1
12	8044	4
218	2085	3
14482	825	8
12	4135	9
26923	6229	9
17515	4898	8
934	7684	32
292	8843	2
7460	2543	1
1633	3331	6
7866	8381	17
14	5032	11
10309	9662	12
163	712	11
350	5334	5
9177	1981	9
354	2326	19
31440	5989	6
104	5386	16
12	9088	16
12	3809	24
430	4937	23
28173	116	14
261	216	7
122	2141	2
23318	1601	4
134	5847	5
103	8520	3
131	2344	22
57	4729	10
26796	1010	29
170	3760	8
2521	6624	20
59	7647	4
57	8827	13
180	2056	6
265	2734	21
30335	5692	5
382	8113	5
1249	5674	17
614	9091	2
241	4412	2
3764	5011	9
5610	5999	3
24244	2885	9
229	6166	31
2050	7115	16
12	6756	18
1053	5519	10
468	8609	0
549	9027	5
14	8328	16
7740	7551	6
24303	7730	0
1088	3201	1
228	2480	11
131	3680	2
103	6119	12
24445	6183	17
30734	9886	20
1342	3171	2
193	41	21
23878	8422	1
10722	2869	17
813	9960	2
6983	3944	13
14	3343	21
131	1447	10
358	9670	1
2087	3077	9
161	1676	2
3057	5527	7
112	9367	5
473	1912	37
101	430	8
1494	2368	8
14	9162	23
12	4615	16
258	822	10
107	5074	5
182	4072	5
130	5768	4
33380	3224	17
19461	4550	4
109	8957	18
1512	9884	7
16	227	10
101	8935	7
2736	1412	10
3824	1374	2
158	8435	21
12	7790	1
274	5950	17
28600	1301	8
20977	5420	14
2001	5321	2
2111	2518	13
24444	2528	10
133	4564	2
3848	3240	1
1478	6673	0
24149	4635	15
982	518	2
113	5048	4
217	9670	0
21182	8651	8
103	7335	6
24350	8445	10
683	569	6
2322	8684	8
12	4965	14
1829	4211	11
14	8872	9
252	2912	8
103	6349	14
33256	8462	4
275	9469	14
2	9328	21
12147	1596	9
105	394	19
3757	4557	3
233	7343	19
12605	4025	15
143	7524	13
29800	5167	7
1876	9955	0
281	3350	13
187	5433	23
5217	5565	13
7262	2251	6
454	7928	5
120	5069	16
12	2016	4
809	8315	4
4852	5932	21
1119	8639	7
119	8257	1
134	4828	2
147	3964	6
103	771	9
12	6439	1
2846	9383	17
107	954	5
1557	2653	17
2431	6228	4
1116	9976	0
119	5991	8
3059	212	5
103	1063	7
21	8788	27
115	3212	0
6747	9446	10
108	3696	14
29607	571	8
1789	700	5
12	7683	15
103	7371	28
26740	1428	20
14	2602	15
14	3556	13
930	9116	9
101	4973	18
5332	3425	22
112	5695	12
643	2623	3
142	4769	10
158	5395	8
196	4551	0
706	9831	22
297	2302	4
23560	6773	29
251	1133	3
29593	9008	9
116	4419	5
102	3493	4
59	789	20
516	5244	23
14	1026	8
101	2786	3
7366	7020	5
16017	5180	8
103	3685	8
946	5502	4
222	4198	0
7668	7707	10
102	750	9
8537	663	22
137	2773	6
102	8077	6
2157	6197	10
118	1545	16
114	7113	6
5412	2105	4
157	6166	0
734	4953	15
110	4765	8
26042	1030	29
282	8567	6
105	3627	18
2022	6969	12
115	3659	0
175	4285	7
127	4814	11
101	7940	3
3322	6031	24
192	306	32
133	4763	16
8333	3018	7
102	1669	21
21175	9192	3
31575	6110	13
138	5111	9
361	1962	2
115	3013	0
8724	8279	9
101	2025	12
103	8168	20
150	3450	2
85	9388	8
6879	8043	4
13475	7307	10
102	1220	3
5693	6296	32
102	4069	6
12	2695	17
2489	8216	4
31224	6424	17
103	4422	5
16	6820	11
24801	7680	19
1088	228	17
105	3626	6
275	9054	2
101	324	4
163	9703	13
1403	7025	14
102	4516	21
1302	4756	13
135	1616	0
104	3885	10
102	7008	12
8	2922	18
153	3835	7
2432	4639	3
34290	5112	10
101	2497	11
8781	9016	3
23005	8037	7
1209	6985	12
111	1944	12
183	9366	13
3333	3589	9
437	9032	2
14	4426	12
167	3459	14
11632	1820	13
141	8865	3
3930	2688	7
128	8163	17
104	9743	12
24615	5786	3
3460	2662	9
102	3759	10
148	821	25
33547	3485	5
110	3316	9
155	4658	7
149	9979	2
123	727	9
226	6388	7
108	2163	2
1024	8893	5
2254	3254	16
757	2596	10
121	6937	17
3552	6937	9
599	9572	12
12	1601	16
26977	6227	7
7312	7991	18
484	7135	27
136	5563	11
117	8424	10
143	8653	5
661	8092	3
11867	6123	23
142	7492	3
1751	6867	10
281	537	8
318	4067	9
130	6400	3
4886	6548	4
122	7582	5
9388	9578	14
450	7816	16
147	3805	18
165	6892	20
14	5542	18
2550	2475	11
1813	2357	3
113	2518	3
342	270	3
111	4468	2
464	4167	7
119	8013	23
1795	7181	14
3819	110	3
1850	9094	4
34720	2636	8
108	9777	2
902	9866	3
113	4319	4
1637	5481	3
114	6212	10
203	7989	3
2934	8263	27
12	2315	9
272	2518	9
177	2788	6
103	4009	18
450	4257	3
22905	134	17
14	199	16
781	4602	11
4877	2020	10
260	3925	9
111	2746	5
164	4994	0
313	9823	2
34001	9144	21
829	7329	0
1795	937	1
14	6187	11
801	1647	7
14	7680	21
111	1044	20
107	889	15
109	4346	11
302	4590	12
3961	6566	2
102	5698	5
5113	5635	3
170	3510	7
19985	7729	10
26611	8617	30
31896	9573	29
5082	5635	0
103	4774	7
3854	7753	6
132	4346	8
22127	8070	16
107	2226	6
12	7872	5
31021	6923	5
180	7590	15
155	4477	21
18670	6259	1
241	2334	6
16781	5876	8
101	2278	9
103	142	5
171	6037	0
3377	5827	16
2955	2410	15
102	1381	23
240	6994	2
1905	7051	12
12	2854	5
537	2174	0
8	9030	16
3650	6725	5
109	9336	8
158	2390	17
12	8585	15
33557	4069	18
126	997	15
120	9967	19
304	7815	1
102	3430	14
443	5784	20
115	3372	0
228	7675	30
147	5275	7
303	7853	29
169	287	6
9406	3592	11
19112	5955	0
172	2809	28
111	2012	4
1493	4903	7
243	21	0
123	5980	7
14	2671	19
23724	3806	14
103	1571	13
24355	7177	5
145	9098	8
29563	4261	11
3787	1592	0
12	1258	10
4432	443	3
242	1982	16
135	2032	0
6323	6239	17
14	2506	13
465	2084	2
302	7981	19
20878	2953	2
4632	6069	10
101	6637	3
127	6344	12
2	6929	13
845	1801	14
123	287	25
4384	7464	8
293	8581	17
1380	9991	0
326	2128	3
202	4601	15
236	8840	14
108	6421	6
177	6917	0
763	3824	1
234	7274	2
